,index,condo_price,maint_fee,avg_income_household_yr,avg_income_individual_yr,total_sqft,price_per_sqft,toronto_region,bedrooms,bath,parking,age_of_building,commute_transit,commute_car,near_by_schools,near_by_grocery_stores,near_by_bars&restaurants,speak_English,speak_Europe_language,speak_Asian_language,speak_Africa_language,speak_middleEast_language,edu_no_diploma,edu_high_school,edu_trade_cert,edu_coll_or_univ_cert,edu_ba_or_msc_cert,population_0_14_years,population_15_19_years,population_20_34_years,population_35_49_years,population_50_64_years,population_65_and_more,tenancy_property_type_owned,tenancy_property_type_rented,tenancy_property_type_detached,tenancy_property_type_semi_detached,tenancy_property_type_duplex,tenancy_property_type_low_rise,tenancy_property_type_high_rise,household_compo_singlefamily,household_compo_multifamily,household_compo_singleperson,household_compo_multiperson,latitude,longitude,bedrooms_plus_field,cluster_nbr,criminal_records
2570,2570,1204990,703.28,81509,30280,1099,1105,West End,3,2,1,0.5,38,53,1,6,93,39,20,20,0,0,25,33,6,21,15,16,5,23,21,24,10,73,27,8,55,6,22,0,67,8,19,7,43.67069121,-79.47835462,1,1,40
2571,2571,1304990,774.08,81509,30280,1299,1010,West End,3,3,1,0.5,38,53,1,6,93,39,20,20,0,0,25,33,6,21,15,16,5,23,21,24,10,73,27,8,55,6,22,0,67,8,19,7,43.67069121,-79.47835462,0,1,40
2572,2572,669900,431.73,58822,30313,626,1070,Scarborough,1,1,1,10.0,34,60,2,2,96,23,0,61,0,0,10,23,4,28,36,8,5,45,18,14,9,62,38,0,0,0,0,98,46,0,42,12,43.77348076,-79.25449871,1,3,16
2573,2573,769900,443.0,69286,31835,612,1258,Downtown,1,1,1,1.0,43,29,2,8,90,32,0,51,5,2,20,28,4,15,30,14,6,32,22,18,8,22,78,1,3,1,17,67,48,1,43,8,43.66100681,-79.36035486,1,1,116
2574,2574,599999,704.0,50067,24449,1299,464,Scarborough,3,2,1,44.0,34,61,0,0,19,53,0,31,0,2,17,34,7,23,17,21,7,29,18,17,8,35,65,3,0,0,17,78,63,2,26,9,43.78721966,-79.19467698,0,1,12
2575,2575,529900,411.03,68032,27916,805,658,Scarborough,1,1,1,30.0,33,63,0,2,17,43,0,49,0,0,14,40,8,24,13,17,6,20,20,22,16,76,24,32,4,7,3,54,69,7,22,3,43.81077241,-79.22308413,0,1,44
2576,2576,1199888,567.5,101814,51665,877,1368,Downtown,3,2,1,1.0,37,33,1,5,94,62,12,10,0,3,4,14,2,17,61,7,2,58,20,9,4,49,51,0,0,0,0,99,36,0,51,13,43.63740354,-79.39910601,0,5,76
2577,2577,599000,518.08,80284,33384,605,990,Etobicoke,1,1,1,9.0,32,56,0,1,14,39,13,10,4,0,18,33,5,24,18,15,5,32,22,16,10,49,51,2,1,0,11,78,59,2,35,5,43.64066796,-79.55989217,0,1,18
2578,2578,888000,604.38,79390,30696,1699,524,North York,4,2,1,48.0,32,64,0,3,17,26,4,58,0,1,17,18,3,20,39,13,7,19,22,22,17,92,6,18,20,2,11,33,77,4,14,5,43.80156565,-79.35370485,0,1,4
2579,2579,924500,565.09,126087,66200,746,1238,Downtown,2,2,1,7.0,30,25,1,7,92,57,7,14,0,5,3,14,2,15,66,5,2,56,19,11,7,48,52,0,0,0,0,100,36,0,51,13,43.64161183,-79.38260193,0,5,70
2580,2580,880000,570.0,85841,35803,794,1108,West End,2,2,1,4.0,45,44,0,6,65,54,11,9,0,0,29,22,4,19,23,11,4,34,25,17,9,44,56,4,8,3,27,49,47,2,41,9,43.66697421,-79.44730367,0,4,60
2581,2581,780000,488.35,91194,47873,647,1204,North York,1,2,1,2.0,40,54,2,3,27,35,6,28,0,15,6,16,4,20,53,10,3,28,24,16,19,57,42,3,1,0,6,86,52,1,43,4,43.76707607,-79.38400907,1,3,6
2582,2582,899900,527.55,100760,51345,785,1146,Downtown,1,2,1,1.0,33,20,2,2,96,61,7,14,0,3,6,18,3,19,52,6,3,40,24,18,8,38,62,0,0,0,9,89,33,0,55,11,43.65510518,-79.37625483,1,0,102
2583,2583,788000,403.64,100760,51345,581,1354,Downtown,1,1,1,1.0,33,20,2,2,96,61,7,14,0,3,6,18,3,19,52,6,3,40,24,18,8,38,62,0,0,0,9,89,33,0,55,11,43.65510518,-79.37625483,1,0,102
2584,2584,779000,556.76,88960,41543,935,833,North York,2,2,1,16.0,41,54,1,1,25,37,25,11,0,2,15,18,6,22,39,11,4,24,24,21,17,78,22,27,2,5,15,51,62,3,29,6,43.75101662,-79.45856692,0,1,6
2585,2585,490000,871.68,63600,28554,1203,407,Scarborough,2,2,1,43.0,45,50,0,1,28,51,4,36,0,0,17,31,7,26,19,20,8,20,20,20,13,43,56,7,2,4,0,70,69,3,23,5,43.74036162,-79.23806503,0,1,42
2586,2586,789000,717.0,141061,67532,740,1066,Etobicoke,2,2,2,15.0,19,78,2,7,65,58,15,6,0,2,15,19,3,22,40,9,2,45,26,13,5,82,18,3,0,1,4,85,42,0,51,6,43.62483255,-79.488784,0,4,14
2587,2587,1350000,643.89,146533,75374,999,1351,Etobicoke,2,2,1,1.0,26,71,1,7,45,56,16,5,0,2,6,18,4,28,44,6,2,37,25,19,12,78,22,0,0,0,1,98,41,0,54,5,43.62585413,-79.47811529,1,4,12
2588,2588,650000,387.0,72426,31819,649,1006,North York,1,1,1,0.5,31,59,0,2,21,46,46,8,0,0,41,28,6,14,5,17,7,20,22,20,14,37,62,35,3,3,58,1,69,4,24,4,43.736561,-79.4832,1,1,32
2589,2589,840000,673.7664,66598,33126,849,992,North York,2,2,1,0.5,41,57,0,1,5,58,10,11,0,5,12,31,5,22,31,18,7,23,23,19,10,21,79,7,6,0,14,63,62,2,29,7,43.75898308,-79.33206681,0,1,22
2590,2590,729900,633.92,64769,30355,691,1056,Downtown,1,1,1,8.0,43,29,2,7,91,50,10,17,0,4,19,27,5,17,30,14,6,32,23,17,7,23,77,1,2,0,16,69,46,1,45,8,43.66007533,-79.36050238,0,6,116
2591,2591,348800,597.7,76364,33841,649,540,North York,1,1,1,40.5,52,41,2,3,95,33,6,33,0,14,11,24,4,20,41,11,5,29,22,20,13,49,51,21,0,3,3,72,59,3,28,10,43.78769949,-79.41698933,0,3,10
2592,2592,999999,600.0,155193,78644,649,1549,Etobicoke,1,1,1,8.0,28,68,0,7,49,61,13,6,0,0,6,18,4,30,42,6,1,27,23,24,19,77,23,0,0,0,0,99,43,0,53,3,43.62351721,-79.47928768,1,4,12
2593,2593,979000,1020.41,99356,42394,1086,901,West End,2,2,1,8.0,55,30,1,6,93,65,22,2,0,0,8,21,3,26,41,13,4,28,24,18,14,26,74,10,6,6,30,48,46,1,46,7,43.65570904,-79.45640774,1,6,30
2594,2594,650000,478.32,69944,25630,684,949,Scarborough,1,2,1,1.0,36,60,0,4,54,30,0,54,0,0,21,24,5,20,30,21,8,27,20,16,8,32,68,25,2,11,3,48,77,7,9,7,43.77459051,-79.230491,1,1,24
2595,2595,699900,571.22,95298,47356,563,1241,East End,1,1,1,1.0,42,42,1,6,78,81,12,3,0,0,19,22,5,23,28,16,4,22,27,21,10,58,42,15,18,5,37,13,58,2,35,5,43.66665995,-79.3159569,1,1,20
2596,2596,649900,679.65,65013,27683,949,686,Etobicoke,2,2,1,32.0,34,63,0,1,3,49,6,33,0,0,26,31,6,21,17,22,6,22,21,18,11,61,39,20,3,6,0,65,74,7,14,6,43.7581854,-79.58851259,0,1,16
2597,2597,780000,625.5432000000001,82009,32435,849,921,Scarborough,2,4,1,2.5,26,68,0,2,58,60,10,19,0,2,20,23,3,26,28,15,6,17,20,22,19,54,45,28,0,4,1,44,67,4,25,4,43.77797672,-79.31230842,0,1,26
2598,2598,869000,612.47,161859,74285,643,1351,Downtown,1,1,1,6.0,29,24,0,3,97,59,8,15,0,4,4,13,2,18,63,7,2,39,22,17,12,45,55,0,0,0,0,99,42,0,50,8,43.64171041,-79.37170591,1,0,40
2599,2599,999000,1056.43,202972,87707,936,1067,Midtown | Central,2,2,1,24.0,61,27,3,2,95,58,10,14,0,3,3,14,2,21,60,8,2,23,19,19,30,38,61,5,1,3,8,80,43,0,53,4,43.68874945,-79.38997158,0,6,12
2600,2600,699888,449.24,117862,53145,652,1073,Midtown | Central,1,2,1,2.0,53,34,2,4,94,67,8,6,0,5,7,15,3,22,52,8,3,34,23,16,17,27,73,3,3,1,10,82,38,0,56,6,43.707523,-79.392402,1,6,12
2601,2601,1089900,671.89,82646,39769,817,1334,Downtown,2,2,1,7.0,32,17,1,16,83,46,4,26,0,5,5,21,2,14,57,6,4,51,17,13,8,29,71,0,0,0,2,97,30,0,53,17,43.65937259,-79.38254386,0,2,76
2602,2602,479800,279.8,120616,51130,316,1518,Midtown | Central,1,1,1,4.0,59,26,0,3,92,83,7,2,1,1,7,21,4,19,48,9,3,30,20,18,20,20,80,6,3,2,30,58,43,0,50,7,43.68301867,-79.41800487,0,6,12
2603,2603,499900,556.01,49790,25574,849,590,East York,1,1,1,49.0,61,30,0,4,49,32,0,44,0,0,14,23,5,17,40,22,5,23,24,17,10,34,66,1,0,0,2,96,64,2,27,7,43.69683734,-79.29335301,0,1,54
2604,2604,779900,799.6,65619,27286,1299,603,North York,3,2,1,49.0,44,50,1,0,7,33,13,23,0,6,20,28,5,25,21,15,7,20,19,21,17,82,17,1,0,0,12,86,68,4,23,5,43.71133353,-79.32278209,0,1,28
2605,2605,739900,501.56,76382,39417,676,1093,Downtown,1,1,1,3.0,35,18,0,6,94,63,9,9,0,0,10,23,4,26,36,10,3,26,25,22,14,15,85,0,0,5,8,72,38,1,55,7,43.64607504,-79.36500852,1,6,48
2606,2606,789000,562.11,64554,27981,754,1046,Etobicoke,2,2,1,7.0,31,61,0,1,13,52,7,13,0,2,20,31,8,22,19,15,5,30,21,18,10,22,77,3,0,0,7,89,59,2,33,5,43.64057057,-79.56284263,0,1,18
2607,2607,699000,544.53,90412,45412,604,1157,West End,2,2,1,7.0,39,30,0,5,95,74,9,5,0,1,17,19,2,14,44,7,2,54,23,9,6,50,49,1,1,4,15,72,36,1,48,16,43.64173864,-79.42331575,0,2,58
2608,2608,1899000,1108.93,117167,66383,1307,1452,Downtown,1,2,1,5.0,30,30,1,4,95,75,9,4,0,2,5,16,2,22,54,6,1,48,28,12,5,62,38,0,1,1,10,85,33,0,58,8,43.6439484,-79.40147576,1,0,140
2609,2609,920000,536.4,67464,29159,849,1086,North York,2,2,1,0.5,47,45,0,1,52,27,0,22,0,19,12,21,5,20,41,16,5,34,21,15,9,39,61,2,0,0,0,93,63,2,26,9,43.77196883,-79.34491032,1,3,32
2610,2610,9500000,6884.0,317705,122914,4237,2242,Downtown,3,3,2,14.0,33,33,1,4,95,70,10,4,0,2,3,18,3,14,61,4,3,25,15,21,32,43,57,1,3,1,5,88,39,0,56,5,43.67085546,-79.39369945,0,1,26
2611,2611,718888,416.44,72426,31819,749,963,North York,2,2,1,8.9,31,59,0,2,21,46,46,8,0,0,41,28,6,14,5,17,7,20,22,20,14,37,62,35,3,3,58,1,69,4,24,4,43.736561,-79.4832,0,1,32
2612,2612,969000,354.26,72602,28279,1699,572,Scarborough,3,3,1,35.3,33,64,0,0,7,59,4,24,0,0,16,25,8,22,29,17,8,20,20,18,17,54,42,32,0,7,0,43,67,4,24,4,43.77975272,-79.21537915,0,1,22
2613,2613,775000,620.33,64769,30355,707,1096,Downtown,1,2,1,8.0,43,29,2,7,91,50,10,17,0,4,19,27,5,17,30,14,6,32,23,17,7,23,77,1,2,0,16,69,46,1,45,8,43.66007533,-79.36050238,1,6,116
2614,2614,769900,603.78,96299,47892,712,1081,Midtown | Central,1,1,1,11.0,49,38,0,1,99,60,11,4,0,5,8,15,3,23,52,8,3,36,24,17,12,18,82,2,2,0,15,79,37,0,56,7,43.70984183,-79.39643196,1,6,8
2615,2615,813750,560.0,93862,40558,749,1090,Etobicoke,2,2,1,8.0,27,62,2,1,75,65,17,5,0,0,18,29,4,23,21,13,5,18,22,21,22,72,25,54,6,5,12,21,60,1,35,3,43.626284,-79.5051191,0,1,12
2616,2616,2688000,2060.94,133496,57534,2630,1022,Midtown | Central,2,2,1,14.0,58,31,0,4,96,67,7,12,0,4,5,16,3,22,53,9,3,35,23,15,15,30,70,6,3,1,8,82,40,0,54,5,43.70529303,-79.39726407,0,6,14
2617,2617,1388888,330.0,70102,33762,1299,1075,North York,2,3,1,10.0,49,45,3,4,93,18,3,46,0,24,6,21,2,20,51,8,5,39,19,17,12,64,36,5,1,1,1,87,51,2,34,13,43.778483,-79.42045525,1,3,4
2618,2618,778000,487.31,103088,59932,625,1243,North York,1,1,1,7.0,41,50,2,7,91,35,7,23,0,21,2,14,1,17,63,11,3,33,26,17,10,75,25,5,0,0,2,89,54,1,40,5,43.75773273,-79.40314903,1,3,20
2619,2619,725000,315.38,106287,43991,469,1543,West End,1,1,1,5.0,47,33,3,5,92,68,15,6,0,0,20,19,2,18,37,14,3,28,26,18,11,53,47,7,13,6,47,21,53,1,37,9,43.65034209,-79.44441847,0,1,50
2620,2620,939000,642.26,92066,42672,675,1391,Downtown,2,2,1,3.0,35,18,1,12,87,70,6,9,0,0,6,19,4,17,52,5,3,41,21,19,11,33,67,0,0,1,6,90,31,0,56,13,43.66052082,-79.37854207,0,2,96
2621,2621,1150000,584.0,94225,41052,949,1214,Etobicoke,3,2,1,16.1,31,63,0,5,56,55,23,4,0,0,25,24,5,20,22,9,4,31,21,19,17,86,13,29,0,3,6,58,51,1,43,5,43.62160508,-79.52256876,0,1,6
2622,2622,1299000,469.73,70955,33776,1950,666,North York,3,3,2,23.0,49,46,3,4,93,18,3,46,0,24,6,22,2,20,50,9,5,40,19,17,10,65,35,6,1,2,2,83,52,2,32,14,43.77873322,-79.42127738,0,3,2
2623,2623,1599900,1144.06,115254,59540,1510,1059,Downtown,3,2,1,31.0,28,17,2,4,94,58,6,13,0,6,2,9,3,15,69,4,2,61,19,10,4,48,52,0,0,0,1,99,32,0,55,13,43.64623253,-79.38358459,1,2,94
2624,2624,915000,735.7064,95486,42857,649,1417,Downtown,2,2,1,0.5,34,19,3,11,86,63,10,8,0,1,8,22,5,18,43,6,3,33,24,23,10,30,70,0,1,1,14,81,31,0,58,11,43.65988028,-79.37538184,0,6,106
2625,2625,779000,481.91,113766,61891,549,1429,Downtown,1,1,1,1.0,38,41,5,7,88,63,10,7,0,4,3,12,2,20,60,5,1,56,27,8,3,71,29,0,0,1,13,82,35,0,56,9,43.63978925,-79.40984172,0,2,50
2626,2626,899000,1384.01,91590,46809,1471,611,North York,2,2,1,40.0,27,67,0,3,11,51,8,9,0,6,10,20,8,21,41,10,2,19,20,20,31,46,54,0,0,0,0,99,49,1,47,4,43.728607,-79.326172,0,1,14
2627,2627,3299000,1450.31,142991,73590,2153,1532,Downtown,2,3,2,3.0,30,29,1,7,92,63,8,10,0,4,3,14,2,15,66,6,2,48,21,14,10,51,49,0,0,0,0,100,39,0,50,11,43.6410868,-79.3814048,1,2,58
2628,2628,855900,393.75,83466,40115,508,1682,Downtown,1,1,1,5.0,34,18,1,14,85,38,4,36,0,3,5,19,2,14,59,5,5,52,17,14,8,31,69,0,0,0,3,97,29,0,54,17,43.66177843,-79.38421827,0,2,64
2629,2629,799000,564.74,93644,49550,820,974,West End,2,2,1,9.0,38,31,0,4,96,74,9,5,0,1,14,18,3,15,47,7,1,56,23,8,5,55,45,1,1,5,10,77,35,0,49,16,43.64147562,-79.42412731,0,2,54
2630,2630,598000,881.23,72161,29122,901,663,Scarborough,2,1,1,47.0,27,64,1,5,82,24,24,33,0,4,27,24,4,21,23,13,5,19,19,20,24,41,58,12,14,4,3,63,58,3,35,4,43.77668771,-79.32296234,0,1,22
2631,2631,799000,910.0,85849,46737,944,846,North York,2,2,2,16.0,39,56,2,3,28,26,6,37,0,16,6,16,3,21,54,9,3,30,25,16,18,62,37,2,0,0,2,91,50,0,46,4,43.76582039,-79.38614841,0,3,6
2632,2632,1398000,940.0,155193,78644,1499,936,Etobicoke,2,3,1,0.5,28,68,1,7,45,61,13,6,0,0,6,18,4,30,42,6,1,27,23,24,19,77,23,0,0,0,0,99,43,0,53,3,43.62473909,-79.4789624,1,4,12
2633,2633,1295000,654.07,155193,78644,1099,1187,Etobicoke,2,2,1,0.5,28,68,1,7,45,61,13,6,0,0,6,18,4,30,42,6,1,27,23,24,19,77,23,0,0,0,0,99,43,0,53,3,43.6251593,-79.479015,0,4,12
2634,2634,850000,681.9168000000001,131093,59543,849,1004,Etobicoke,2,2,1,8.2,19,74,2,7,68,58,15,6,0,2,22,18,4,20,32,11,3,38,25,16,7,76,24,10,2,1,10,66,48,1,45,6,43.62385937,-79.48894723,1,4,14
2635,2635,1295000,443.57,116505,55953,1543,839,West End,3,2,2,1.8,35,55,0,2,5,62,16,3,0,2,7,22,6,21,43,14,4,24,21,19,17,80,21,4,0,0,11,81,49,1,47,3,43.63580792,-79.47200272,0,1,18
2636,2636,669000,548.39,116505,55953,617,1084,West End,1,2,1,8.0,35,55,0,1,3,62,16,3,0,2,7,22,6,21,43,14,4,24,21,19,17,80,21,4,0,0,11,81,49,1,47,3,43.63579119,-79.4712477,1,4,18
2637,2637,879900,678.34,124822,67625,702,1253,Downtown,1,1,1,11.0,31,31,1,3,96,75,9,4,0,2,4,15,1,20,59,6,1,53,26,10,4,63,37,0,0,1,5,91,33,0,58,9,43.64308292,-79.40183269,0,0,136
2638,2638,860000,362.01,179318,80278,556,1544,Downtown,1,2,1,1.0,38,23,1,7,92,65,8,7,0,6,4,16,2,15,63,6,3,35,17,16,22,36,64,0,1,0,2,95,38,0,54,7,43.6717424,-79.38780278,1,2,26
2639,2639,658000,637.83,149877,76645,635,1035,Etobicoke,1,1,1,17.0,26,71,1,4,41,56,16,5,0,2,6,18,4,28,45,6,2,37,25,18,11,79,21,0,0,0,0,97,41,0,54,5,43.62792737,-79.47816224,0,4,18
2640,2640,1799000,1437.7440000000001,66855,28949,2334,770,West End,3,3,4,2.5,48,33,0,5,95,78,11,6,0,0,26,22,4,18,28,10,3,29,22,18,18,19,80,2,4,3,42,44,37,1,54,8,43.64199983,-79.43373526,0,1,66
2641,2641,989000,737.63,161859,74285,796,1242,Downtown,1,2,1,6.0,29,24,0,3,97,59,8,15,0,4,4,13,2,18,63,7,2,39,22,17,12,45,55,0,0,0,0,99,42,0,50,8,43.64171041,-79.37170591,1,0,40
2642,2642,545000,321.0,72426,31819,549,1000,North York,1,1,1,0.5,31,59,0,2,21,46,46,8,0,0,41,28,6,14,5,17,7,20,22,20,14,37,62,35,3,3,58,1,69,4,24,4,43.736561,-79.4832,0,1,32
2643,2643,12998000,6583.54,158850,69074,5703,2279,Downtown,3,4,3,14.0,39,19,1,5,94,37,6,41,0,2,3,16,1,14,63,5,5,47,16,13,14,30,70,0,0,0,3,96,34,0,54,13,43.66822579,-79.39015813,0,1,30
2644,2644,599900,451.0,98915,42139,680,882,Scarborough,1,1,1,15.0,43,52,1,4,29,61,9,8,0,3,17,24,5,23,30,14,6,17,18,24,21,85,12,29,1,1,12,52,61,3,34,2,43.74226164,-79.21442962,1,1,30
2645,2645,930000,539.24,76721,38289,749,1246,North York,2,2,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.77197,-79.34491,0,1,32
2646,2646,849000,561.5,116816,57004,662,1282,Downtown,1,1,1,5.0,26,19,2,7,91,56,9,16,0,5,6,13,3,17,58,3,2,62,19,9,5,49,51,0,0,0,2,97,29,0,59,12,43.64793988,-79.39094172,1,5,154
2647,2647,599000,621.0,66247,31748,642,932,Scarborough,2,1,1,25.0,31,64,0,3,97,34,0,45,0,3,12,26,3,26,33,14,4,29,22,17,14,65,35,1,1,1,0,98,59,2,32,8,43.78106277,-79.24855679,0,3,14
2648,2648,928800,715.09,103088,59932,964,963,North York,2,2,1,7.0,41,50,2,7,91,35,7,23,0,21,2,14,1,17,63,11,3,33,26,17,10,75,25,5,0,0,2,89,54,1,40,5,43.75773273,-79.40314903,0,3,20
2649,2649,799000,330.0,67405,26994,1099,732,Scarborough,3,2,2,43.0,31,65,0,2,20,53,0,40,0,0,19,34,6,23,15,21,8,20,21,19,11,59,40,13,11,8,2,39,75,9,13,3,43.81189816,-79.22704137,0,1,32
2650,2650,524900,692.1,62102,27414,1299,406,Etobicoke,3,2,1,50.0,31,62,1,0,12,33,3,20,26,0,30,31,5,18,16,23,8,21,19,17,12,39,60,6,0,1,0,90,66,4,23,7,43.69561759,-79.55385517,0,1,38
2651,2651,849900,802.61,104616,46385,906,938,Midtown | Central,1,1,1,39.0,50,18,3,9,88,69,5,7,0,3,6,20,2,20,50,7,3,39,22,17,12,22,78,1,1,0,9,88,36,0,53,11,43.67249167,-79.37812881,1,6,46
2652,2652,2599888,1649.52,97465,49090,2027,1282,Downtown,3,4,3,11.0,33,29,0,4,96,56,8,18,0,5,3,15,1,15,65,7,2,63,17,7,3,49,51,0,0,0,0,99,35,0,49,16,43.64050653,-79.39690106,0,1,124
2653,2653,549880,443.1528,82009,32435,549,1009,Scarborough,1,1,1,9.0,26,68,0,2,58,60,10,19,0,2,20,23,3,26,28,15,6,17,20,22,19,54,45,28,0,4,1,44,67,4,25,4,43.77797672,-79.31230842,0,1,26
2654,2654,849000,490.0,130890,51351,699,1213,North York,2,1,1,2.0,39,52,0,0,13,25,3,42,0,18,8,17,0,23,51,10,4,45,19,13,10,65,34,12,1,0,1,81,54,1,39,7,43.767004,-79.371153,0,3,12
2655,2655,1007000,760.0,63920,27986,1099,923,Etobicoke,2,2,1,0.5,31,61,0,1,13,44,7,7,0,4,19,30,8,23,19,15,6,29,21,18,10,17,82,4,0,0,4,90,60,2,33,6,43.63962772,-79.56416579,0,1,20
2656,2656,997000,683.0,63920,27986,1099,914,Etobicoke,2,2,1,0.5,31,61,0,1,13,44,7,7,0,4,19,30,8,23,19,15,6,29,21,18,10,17,82,4,0,0,4,90,60,2,33,6,43.63962772,-79.56416579,0,1,20
2657,2657,659999,391.4,133496,57534,649,1022,Midtown | Central,1,1,1,18.0,58,31,0,4,96,67,7,12,0,4,5,16,3,22,53,9,3,35,23,15,15,30,70,6,3,1,8,82,40,0,54,5,43.70605732,-79.39776547,1,6,14
2658,2658,985000,332.5,142144,52824,849,1163,North York,2,2,1,0.5,30,63,1,1,5,29,8,40,0,11,10,17,3,19,52,11,6,23,17,22,21,86,12,68,2,8,3,5,72,6,15,7,43.7842072,-79.39671301,0,1,12
2659,2659,559000,774.0,134805,67525,542,1031,Downtown,1,1,1,16.0,26,22,1,2,97,58,6,13,0,6,3,12,2,17,66,5,1,43,21,17,13,51,49,0,0,0,2,97,37,0,54,8,43.64898649,-79.37806956,0,0,100
2660,2660,600000,484.35,67909,33479,568,1056,Scarborough,1,1,1,12.0,35,59,2,2,96,34,0,50,0,2,12,21,5,25,36,9,5,39,18,16,14,73,27,4,0,1,0,93,48,1,41,10,43.77339993,-79.2558617,0,3,18
2661,2661,865000,887.79,82512,40747,1016,851,Downtown,2,2,1,31.0,28,19,3,14,83,33,3,40,0,10,4,20,2,12,61,7,5,55,16,11,6,34,66,0,0,0,1,98,32,0,50,18,43.65885823,-79.38474191,1,2,64
2662,2662,1249888,1020.6,75829,33534,1750,729,Downtown,3,3,1,10.5,45,31,0,3,97,73,5,11,0,1,16,28,6,19,29,10,3,38,25,17,7,22,78,0,1,1,13,72,39,0,52,8,43.65926426,-79.35685489,1,6,98
2663,2663,1399999,1931.0,109458,45231,2422,578,North York,2,3,2,27.0,29,66,0,3,15,36,0,33,0,11,15,21,3,27,33,6,3,10,11,16,54,71,28,4,5,1,5,79,57,2,39,3,43.79615005,-79.35394991,1,1,6
2664,2664,1999000,1596.8744000000002,148457,52818,869,2297,North York,3,3,2,2.5,34,61,3,3,22,31,4,43,0,13,9,20,1,15,54,13,7,21,20,23,17,84,13,79,0,3,1,15,76,5,16,3,43.7737915,-79.3898862,0,1,10
2665,2665,3750000,921.4,191520,74125,2874,1307,Midtown | Central,4,5,2,75.0,51,35,3,7,90,65,12,4,0,4,4,13,2,19,61,12,3,33,24,16,12,24,76,12,3,3,21,59,43,1,51,6,43.69594463,-79.39929069,0,1,14
2666,2666,1299999,925.11,94274,46223,1472,883,Downtown,2,3,1,7.0,43,16,1,9,90,49,10,14,0,6,3,17,2,19,57,4,3,48,21,14,10,26,74,0,0,0,8,90,33,0,56,11,43.6696427,-79.38055475,2,2,46
2667,2667,888000,401.63,89123,41476,854,1039,West End,2,2,1,11.0,48,47,0,5,95,64,18,6,0,0,22,22,4,21,30,15,4,32,26,15,8,57,43,5,11,4,34,3,65,2,23,10,43.67015736,-79.44980507,0,1,56
2668,2668,639000,889.0,69487,30679,1174,544,North York,2,1,1,40.0,39,57,0,1,8,33,31,9,0,6,11,21,6,26,36,15,6,21,22,19,17,53,47,3,12,0,2,80,68,3,24,5,43.77861286,-79.45180421,1,1,10
2669,2669,879999,902.0,104350,46077,975,902,Etobicoke,2,2,1,13.0,29,62,0,5,70,51,15,7,0,5,15,22,7,24,32,11,3,30,24,17,16,78,22,18,1,2,3,73,51,1,43,5,43.609209,-79.55833182,0,4,12
2670,2670,858000,688.0296000000001,131093,59543,849,1013,Etobicoke,2,2,1,7.5,19,74,2,7,68,58,15,6,0,2,22,18,4,20,32,11,3,38,25,16,7,76,24,10,2,1,10,66,48,1,45,6,43.62385937,-79.48894723,0,4,14
2671,2671,849000,681.8896000000001,131093,59543,749,1138,Etobicoke,2,2,1,0.5,19,74,2,7,68,58,15,6,0,2,22,18,4,20,32,11,3,38,25,16,7,76,24,10,2,1,10,66,48,1,45,6,43.62385937,-79.48894723,0,4,14
2672,2672,838000,622.9,81577,39151,759,1103,North York,2,2,1,18.0,43,48,1,5,94,11,2,43,0,34,6,18,2,19,57,10,5,32,22,17,15,71,28,2,0,0,7,88,55,1,35,8,43.77520749,-79.41334287,0,3,8
2673,2673,1860000,927.0,96029,35310,1499,1246,Scarborough,2,3,1,0.5,25,71,3,0,97,29,5,57,0,0,17,22,2,23,35,13,6,24,19,23,16,85,10,48,1,9,3,34,67,6,22,5,43.7855205,-79.28056786,0,1,10
2674,2674,1049000,754.7,133496,57534,1090,962,Midtown | Central,2,2,1,13.0,58,31,0,4,96,67,7,12,0,4,5,16,3,22,53,9,3,35,23,15,15,30,70,6,3,1,8,82,40,0,54,5,43.70565044,-79.39737989,1,6,14
2675,2675,895000,600.0,105402,54357,834,1072,Downtown,2,2,1,11.0,29,28,0,4,96,56,8,18,0,5,3,14,1,15,66,6,2,61,20,7,3,54,46,0,0,0,0,99,36,0,50,14,43.64026832,-79.39601415,0,5,124
2676,2676,868900,537.97,101814,51665,697,1245,Downtown,1,2,1,9.0,37,33,1,5,94,62,12,10,0,3,4,14,2,17,61,7,2,58,20,9,4,49,51,0,0,0,0,99,36,0,51,13,43.63740354,-79.39910601,2,2,76
2677,2677,674000,454.03,65954,31838,601,1120,Scarborough,1,1,1,17.0,31,64,0,3,75,34,0,45,0,3,11,26,2,27,33,14,4,30,22,17,13,64,36,0,0,0,0,100,58,2,32,7,43.78172069,-79.24736855,0,3,12
2678,2678,849000,680.5584,131093,59543,849,1002,Etobicoke,2,2,1,0.5,19,74,2,7,68,58,15,6,0,2,22,18,4,20,32,11,3,38,25,16,7,76,24,10,2,1,10,66,48,1,45,6,43.62385937,-79.48894723,1,4,14
2679,2679,2298000,1184.19,98683,48767,2374,970,Midtown | Central,3,4,2,3.0,50,37,0,2,98,58,14,5,0,5,7,14,2,24,53,8,4,35,24,17,12,16,84,3,2,0,17,77,39,0,54,7,43.71167414,-79.39552583,1,1,8
