MLS_number_condo,maint_fee,avg_income_household_yr,total_sqft,parking,age_of_building,commute_transit,commute_car,near_by_schools,near_by_bars&restaurants,speak_English,speak_Europe_language,speak_Africa_language,edu_no_diploma,edu_trade_cert,edu_coll_or_univ_cert,population_35_49_years,tenancy_property_type_semi_detached,tenancy_property_type_low_rise,bedrooms_plus_field,East End,East York,Etobicoke,Midtown | Central
C5552879,2134.7,200737,1897,2,13.0,37,25,1,98,65,8,0,4,2,14,17,1,2,1,0.0,0.0,0.0,0.0
W5607658,712.71,54859,849,1,47.0,35,60,0,42,44,10,0,27,5,22,22,8,7,0,0.0,0.0,0.0,0.0
W5563135,433.47,58173,1016,1,31.0,37,61,0,3,30,0,0,25,5,19,23,0,0,1,0.0,0.0,1.0,0.0
W5544360,642.2,69779,671,1,6.0,49,45,0,25,41,22,0,29,6,20,22,1,31,1,0.0,0.0,0.0,0.0
C5604542,436.85,97465,585,1,9.0,33,29,0,97,56,8,0,3,1,15,17,0,0,1,0.0,0.0,0.0,0.0
C5608400,453.43,118306,1062,1,10.0,43,46,0,13,25,3,0,9,0,25,20,1,1,0,0.0,0.0,0.0,0.0
C5534498,791.54,101613,1054,1,18.0,46,44,2,91,35,7,0,3,1,15,27,0,17,0,0.0,0.0,0.0,0.0
W5574882,638.37,137681,823,1,9.0,24,73,1,53,58,15,0,7,4,27,24,0,2,1,0.0,0.0,1.0,0.0
C5560455,556.76,88960,935,1,16.0,41,54,1,25,37,25,0,15,6,22,24,2,15,0,0.0,0.0,0.0,0.0
C5581524,392.65,112483,560,1,13.0,28,27,0,96,57,5,0,3,2,16,22,0,1,0,0.0,0.0,0.0,0.0
C5606816,352.82,100760,524,1,1.0,33,20,2,96,61,7,0,6,3,19,24,0,9,0,0.0,0.0,0.0,0.0
E5576322,871.68,63600,1201,2,43.0,45,50,0,28,51,4,0,17,7,26,20,2,0,0,0.0,0.0,0.0,0.0
C5560347,2196.95,98895,1959,2,9.0,28,14,5,88,58,6,0,3,3,18,18,0,1,1,0.0,0.0,0.0,0.0
W5594841,394.71,242409,649,1,0.5,24,72,1,10,80,11,0,9,4,15,20,1,11,0,0.0,0.0,1.0,0.0
C5597732,2186.62,110972,1499,1,10.0,26,18,2,94,64,8,0,2,4,17,18,0,1,0,0.0,0.0,0.0,0.0
C5577562,380.81,133456,570,1,3.0,39,32,0,100,69,9,0,8,4,22,29,2,16,1,0.0,0.0,0.0,0.0
C5604996,417.63,122656,559,1,15.0,37,39,4,92,76,10,0,7,3,20,30,1,19,0,0.0,0.0,0.0,0.0
C5501438,650.0,151855,1099,1,0.5,46,42,4,90,61,11,0,10,3,17,25,13,9,1,0.0,0.0,0.0,1.0
C5594429,384.52,120061,555,1,10.0,32,32,1,96,76,9,0,4,2,19,23,0,3,0,0.0,0.0,0.0,0.0
W5581516,966.9,154637,864,1,19.0,26,70,0,32,58,15,0,6,4,29,24,0,0,1,0.0,0.0,1.0,0.0
C5519999,1424.0,130821,1499,1,0.5,28,30,0,97,76,9,0,3,2,19,24,0,2,0,0.0,0.0,0.0,0.0
W5573089,1152.6,105852,1791,2,13.0,40,51,0,64,46,14,0,12,7,23,23,1,5,1,0.0,0.0,1.0,0.0
W5607735,318.6,131093,749,1,7.8,19,74,2,68,58,15,0,22,4,20,25,2,10,0,0.0,0.0,1.0,0.0
C5600658,920.16,83466,1161,1,12.0,34,18,1,84,38,4,0,5,2,14,17,0,3,0,0.0,0.0,0.0,0.0
E5606029,546.51,89124,835,1,8.0,35,56,1,28,63,4,0,22,2,23,20,3,10,0,0.0,0.0,0.0,0.0
C5604837,533.95,83145,1226,1,18.0,44,50,3,93,32,5,0,7,2,20,20,2,2,0,0.0,0.0,0.0,0.0
C5602862,420.0,124224,565,1,5.0,57,32,0,97,57,12,0,5,4,23,23,2,7,0,0.0,0.0,0.0,1.0
C5578473,403.22,122945,526,1,7.0,28,26,1,97,75,9,0,5,2,22,27,0,6,0,0.0,0.0,0.0,0.0
C5602837,457.32,112017,567,1,11.0,60,25,0,97,74,10,0,7,4,21,21,2,32,0,0.0,0.0,0.0,1.0
C5579715,533.73,86990,514,1,1.0,41,55,0,68,55,12,0,20,7,19,25,0,35,0,0.0,0.0,0.0,0.0
W5604097,814.1,79357,1159,1,48.0,50,44,1,44,33,26,0,14,5,22,23,0,7,0,0.0,0.0,0.0,0.0
W5601512,1026.53,100975,1078,2,15.0,39,50,0,5,63,15,0,9,6,21,21,0,21,1,0.0,0.0,0.0,0.0
W5608668,608.2,317705,580,1,5.0,33,33,1,95,70,10,0,3,3,14,15,3,5,1,0.0,0.0,0.0,0.0
C5604471,930.35,81979,871,1,22.0,28,20,1,84,33,1,0,4,2,12,16,0,1,0,0.0,0.0,0.0,0.0
C5587038,691.16,96090,926,1,14.0,26,18,4,88,47,6,0,4,1,11,19,0,2,0,0.0,0.0,0.0,0.0
C5593527,811.39,90646,949,1,6.0,48,42,0,94,29,5,0,5,2,16,21,0,2,1,0.0,0.0,0.0,0.0
C5596168,501.42,66119,664,1,8.0,38,53,1,84,26,2,0,10,4,21,21,5,2,1,0.0,0.0,0.0,0.0
W5561498,435.14,155193,499,1,2.5,28,68,0,49,61,13,0,6,4,30,23,0,0,1,0.0,0.0,1.0,0.0
C5605765,1145.62,93612,1499,1,5.0,44,23,1,93,75,19,0,17,2,17,23,8,68,0,0.0,0.0,0.0,0.0
C5594649,413.24,75408,559,1,21.0,47,43,1,99,12,2,0,6,2,17,23,0,1,0,0.0,0.0,0.0,0.0
E5604703,402.25,55618,702,1,10.0,27,63,1,71,33,1,0,17,4,26,21,1,1,0,0.0,0.0,0.0,0.0
C5589854,617.41,65064,1655,2,26.0,34,56,0,53,42,2,0,13,5,24,23,3,1,1,0.0,0.0,0.0,0.0
C5603383,373.01,102083,536,1,15.0,38,38,1,93,63,10,0,5,3,18,22,0,1,0,0.0,0.0,0.0,0.0
C5573875,1254.6000000000001,142144,2250,2,2.5,30,63,1,5,29,8,0,10,3,19,17,2,3,1,0.0,0.0,0.0,0.0
C5562340,699.85,265294,649,1,48.5,46,37,5,41,71,9,0,5,1,15,16,1,15,0,0.0,0.0,0.0,1.0
C5597556,520.3,110019,690,1,13.0,29,28,0,96,55,8,0,3,2,16,22,0,0,1,0.0,0.0,0.0,0.0
C5529407,713.76,118266,1128,1,9.0,30,21,1,97,66,5,0,4,2,18,23,0,7,0,0.0,0.0,0.0,0.0
E5578926,771.72,60406,1159,1,31.0,24,72,0,14,19,0,0,25,5,19,18,2,0,1,0.0,0.0,0.0,0.0
C5602240,312.0,62129,496,1,2.0,46,29,1,91,0,0,0,19,5,17,23,2,17,0,0.0,0.0,0.0,0.0
C5608034,652.0,96010,688,1,12.0,42,15,1,91,55,5,0,3,1,17,19,0,5,0,0.0,0.0,0.0,0.0
C5593155,1129.02,420697,1202,2,4.0,25,63,1,18,66,6,0,9,0,12,20,2,10,0,0.0,0.0,0.0,0.0
C5598982,2117.67,107820,2280,2,18.0,27,61,0,20,53,9,0,13,4,24,20,3,10,1,0.0,0.0,0.0,0.0
C5580205,382.0,81762,583,1,1.0,31,21,3,86,59,7,0,19,1,12,13,5,65,0,0.0,0.0,0.0,0.0
C5580448,635.0,94274,734,1,8.0,43,16,3,89,49,10,0,3,2,19,21,0,8,0,0.0,0.0,0.0,0.0
C5566245,329.16,101480,449,1,7.0,34,25,0,95,67,6,0,12,3,19,27,0,11,0,0.0,0.0,0.0,0.0
C5608052,777.4,112515,654,1,19.0,30,29,0,96,63,8,0,3,1,16,22,0,0,0,0.0,0.0,0.0,0.0
C5598984,1390.82,104616,1569,1,39.0,50,18,3,88,69,5,0,6,2,20,22,1,9,0,0.0,0.0,0.0,1.0
C5595344,597.48,95832,750,1,9.0,32,30,1,96,56,8,0,3,2,17,19,0,0,1,0.0,0.0,0.0,0.0
C5606274,1846.45,317705,1709,1,5.0,33,33,1,95,70,10,0,3,3,14,15,3,5,0,0.0,0.0,0.0,0.0
C5599726,463.39,97462,549,1,6.0,31,22,0,95,72,7,0,17,3,19,24,1,14,0,0.0,0.0,0.0,0.0
W5605535,1181.6000000000001,130518,1750,3,6.1,19,72,3,72,52,25,0,26,4,20,25,3,16,1,0.0,0.0,1.0,0.0
E5600530,457.56,63935,637,1,29.0,34,57,0,44,31,0,0,26,5,19,20,2,2,0,0.0,0.0,0.0,0.0
E5556518,621.0,66247,642,1,25.0,31,64,0,97,34,0,0,12,3,26,22,1,0,0,0.0,0.0,0.0,0.0
C5593838,525.18,95122,625,1,5.0,39,35,1,93,63,10,0,5,2,17,20,0,1,1,0.0,0.0,0.0,0.0
C5598415,416.0,124108,559,1,3.0,26,22,1,98,66,5,0,5,2,19,22,0,2,0,0.0,0.0,0.0,0.0
C5592908,649.81,75581,799,1,11.0,46,47,2,94,21,5,0,6,2,18,21,0,5,0,0.0,0.0,0.0,0.0
C5548875,358.4,76275,649,1,27.4,49,41,1,50,46,8,0,12,6,29,23,0,48,0,0.0,0.0,0.0,0.0
W5591956,958.71,95380,1330,1,45.0,25,70,0,7,40,17,6,18,8,24,18,2,0,1,0.0,0.0,1.0,0.0
C5543390,1778.9832000000001,115563,1899,1,9.6,34,38,4,88,73,11,0,11,2,20,29,4,28,0,0.0,0.0,0.0,0.0
C5602018,707.12,60374,969,1,43.0,45,48,0,51,49,7,0,28,8,22,16,2,32,0,0.0,0.0,0.0,0.0
C5523405,2047.43,235631,1665,2,9.0,37,30,1,92,65,8,0,5,3,16,17,2,3,0,0.0,0.0,0.0,0.0
C5595463,1236.55,107134,1856,2,8.0,25,22,1,93,64,8,0,2,4,15,20,0,1,0,0.0,0.0,0.0,0.0
W5593120,440.64,85501,508,1,3.0,41,49,1,71,42,24,0,24,9,19,18,2,14,0,0.0,0.0,0.0,0.0
C5598153,648.43,72767,1025,1,21.0,49,45,2,94,18,6,0,6,2,20,20,0,2,1,0.0,0.0,0.0,0.0
C5597270,504.19,88539,728,1,1.0,25,67,0,7,30,0,0,14,2,20,19,0,0,0,0.0,0.0,0.0,0.0
C5554234,1020.6,75829,1750,1,10.5,45,31,0,97,73,5,0,16,6,19,25,1,13,1,0.0,0.0,0.0,0.0
C5567139,858.95,75205,1012,1,21.0,45,44,1,99,18,1,0,7,2,16,23,0,2,1,0.0,0.0,0.0,0.0
C5586479,361.39,92853,569,1,9.8,34,20,3,90,74,6,0,12,4,20,24,1,20,0,0.0,0.0,0.0,0.0
C5591728,892.0,183506,1069,2,2.0,54,33,1,91,77,5,0,8,2,18,21,6,17,1,0.0,0.0,0.0,1.0
E5592941,523.86,68032,992,2,30.0,33,63,0,17,43,0,0,14,8,24,20,4,3,1,0.0,0.0,0.0,0.0
E5600715,715.82,63894,1080,1,34.0,22,73,0,64,14,1,0,19,5,21,18,1,1,0,0.0,0.0,0.0,0.0
C5554227,600.0,105402,834,1,11.0,29,28,0,96,56,8,0,3,1,15,20,0,0,0,0.0,0.0,0.0,0.0
W5591026,735.0,49276,849,1,49.0,42,51,0,22,59,5,2,34,7,15,17,2,1,0,0.0,0.0,0.0,0.0
C5587796,1057.81,69487,1397,1,40.0,39,57,0,8,33,31,0,11,6,26,22,12,2,1,0.0,0.0,0.0,0.0
C5591886,1189.47,98895,1115,1,9.0,28,14,5,88,58,6,0,3,3,18,18,0,1,1,0.0,0.0,0.0,0.0
C5574450,1378.83,79027,1665,1,36.0,44,48,0,94,11,2,0,6,2,19,21,0,6,0,0.0,0.0,0.0,0.0
E5575292,447.09,57279,753,1,6.8,29,62,1,70,33,1,0,18,5,25,21,2,1,0,0.0,0.0,0.0,0.0
C5593050,1060.16,74595,1313,2,46.0,31,62,0,28,37,20,0,16,6,25,16,1,0,1,0.0,0.0,0.0,0.0
C5583297,614.74,97465,855,1,11.0,33,29,0,96,56,8,0,3,1,15,17,0,0,1,0.0,0.0,0.0,0.0
W5577461,604.74,59680,625,2,2.0,38,48,0,100,65,8,7,34,6,14,16,4,26,0,0.0,0.0,0.0,0.0
C5476982,896.41,124108,1139,1,3.0,26,22,1,98,66,5,0,5,2,19,22,0,2,0,0.0,0.0,0.0,0.0
C5589878,668.52,98020,804,1,5.0,27,16,3,91,60,5,0,6,3,18,17,0,1,0,0.0,0.0,0.0,0.0
C5506906,529.04,70858,855,1,4.0,33,17,0,93,36,1,9,27,3,11,18,2,40,0,0.0,0.0,0.0,0.0
C5544836,343.25,111913,455,1,11.0,27,27,0,96,76,9,0,3,2,17,22,0,1,0,0.0,0.0,0.0,0.0
C5574768,760.4,102896,644,1,2.0,32,19,5,92,61,7,0,5,2,18,22,0,4,1,0.0,0.0,0.0,0.0
C5575227,1011.8,200745,932,1,4.0,40,50,0,35,71,3,0,12,1,21,20,0,28,0,0.0,0.0,0.0,1.0
E5575014,642.07,59725,976,1,35.0,34,63,0,20,34,2,0,17,7,22,21,7,3,0,0.0,0.0,0.0,0.0
W5490419,798.33,155193,1499,1,0.5,28,68,1,45,61,13,0,6,4,30,23,0,0,1,0.0,0.0,1.0,0.0
C5535171,797.31,104873,831,1,11.0,38,39,1,80,70,10,0,5,3,18,23,0,1,0,0.0,0.0,0.0,0.0
C5604427,476.76,80557,549,1,9.0,49,30,0,96,70,9,0,12,3,18,23,1,12,0,0.0,0.0,0.0,0.0
C5581746,735.56,161200,897,1,15.0,28,26,1,94,60,11,0,3,2,17,21,0,0,1,0.0,0.0,0.0,0.0
C5604853,728.0,243747,758,1,30.0,38,30,0,92,63,11,0,6,3,16,18,3,4,1,0.0,0.0,0.0,0.0
C5605931,476.8,97813,589,1,6.0,38,34,1,94,56,8,0,5,2,16,20,0,1,0,0.0,0.0,0.0,0.0
C5592125,323.25,84666,444,1,9.0,33,18,1,84,38,4,0,4,2,13,16,0,2,0,0.0,0.0,0.0,0.0
W5595971,421.36,71192,1267,1,4.0,30,61,2,40,61,9,0,20,7,19,20,2,32,0,0.0,0.0,1.0,0.0
E5604066,803.3016,69858,1299,1,0.5,35,61,1,15,45,0,0,20,7,21,20,14,9,0,0.0,0.0,0.0,0.0
C5548532,3371.15,127943,2228,1,9.0,27,22,2,95,58,6,0,3,2,16,22,0,2,0,0.0,0.0,0.0,0.0
C5592875,375.68,120188,619,1,12.0,27,23,1,94,71,7,0,7,2,18,21,0,3,0,0.0,0.0,0.0,0.0
W5563637,861.41,69998,1205,1,37.0,29,65,0,3,42,33,2,17,9,23,19,1,0,1,0.0,0.0,1.0,0.0
C5590527,261.78,142144,849,1,0.5,30,63,1,5,29,8,0,10,3,19,17,2,3,1,0.0,0.0,0.0,0.0
C5591729,1598.0,80424,2315,2,33.0,46,45,0,97,50,8,0,5,1,18,21,0,2,0,0.0,0.0,0.0,0.0
W5577617,949.66,72010,1184,1,35.0,22,73,0,11,58,12,8,26,7,23,19,3,1,0,0.0,0.0,1.0,0.0
E5580337,1002.1,66022,1499,1,46.0,29,65,0,51,27,2,0,19,5,24,17,4,4,1,0.0,0.0,0.0,0.0
C5601128,711.84,99562,1026,1,18.0,48,43,2,91,34,10,0,3,1,15,26,0,14,0,0.0,0.0,0.0,0.0
C5599103,593.93,76382,849,1,3.0,35,18,0,94,63,9,0,10,4,26,25,0,8,0,0.0,0.0,0.0,0.0
W5579321,632.0,75732,949,1,4.0,49,34,0,93,56,27,0,31,5,15,21,12,53,1,0.0,0.0,0.0,0.0
W5581631,275.44,146533,424,1,5.0,26,71,1,45,56,16,0,6,4,28,25,0,1,0,0.0,0.0,1.0,0.0
C5603386,486.73,91337,499,1,39.0,28,14,3,90,51,4,0,8,2,17,17,0,5,0,0.0,0.0,0.0,0.0
W5591162,581.12,65557,917,1,50.0,32,65,1,12,33,3,26,35,5,17,18,1,3,0,0.0,0.0,1.0,0.0
C5608152,624.97,94028,580,1,8.0,49,42,0,94,21,4,0,5,1,16,23,0,7,0,0.0,0.0,0.0,0.0
C5581346,893.75,76364,949,1,39.8,52,41,2,95,33,6,0,11,4,20,22,0,3,1,0.0,0.0,0.0,0.0
C5588310,465.26,98181,597,1,3.0,31,25,1,91,72,7,0,13,2,21,26,2,20,0,0.0,0.0,0.0,0.0
C5589458,724.9,61517,1099,1,47.0,43,47,1,15,27,0,0,24,4,22,19,0,27,0,0.0,0.0,0.0,0.0
E5597397,718.46,66431,973,1,30.0,46,51,0,29,54,4,0,15,7,26,20,0,0,1,0.0,0.0,0.0,0.0
C5608410,367.51,89687,574,1,3.0,37,17,2,85,55,12,0,6,3,18,20,0,8,1,0.0,0.0,0.0,0.0
C5595696,579.37,89807,849,1,11.0,42,36,1,93,63,10,0,5,3,17,21,0,1,0,0.0,0.0,0.0,0.0
C5605999,959.28,80346,901,2,17.0,44,48,3,91,18,3,0,6,2,18,22,1,7,1,0.0,0.0,0.0,0.0
E5583229,425.0,128004,749,1,1.0,47,32,0,97,80,6,0,13,4,19,30,4,24,0,1.0,0.0,0.0,0.0
C5599127,311.53,105693,499,1,9.0,33,26,0,96,73,6,0,9,3,22,27,1,9,0,0.0,0.0,0.0,0.0
C5605885,696.18,91761,741,1,3.0,35,53,1,84,24,24,0,17,4,17,21,26,4,0,0.0,0.0,0.0,0.0
C5579324,339.78,80557,499,1,9.0,49,30,0,96,70,9,0,12,3,18,23,1,12,0,0.0,0.0,0.0,0.0
E5597263,656.82,64241,1099,1,46.0,39,56,0,73,42,0,0,20,7,25,22,0,4,0,0.0,0.0,0.0,0.0
C5584852,536.67,86990,746,1,15.0,41,55,0,56,55,12,0,20,7,19,25,0,35,1,0.0,0.0,0.0,0.0
C5571506,548.11,126087,576,1,14.0,30,25,1,93,57,7,0,3,2,15,19,0,0,1,0.0,0.0,0.0,0.0
W5599194,462.85,70316,779,1,1.0,47,47,0,81,36,14,0,9,5,24,23,0,1,1,0.0,0.0,1.0,0.0
C5577971,1021.28,117167,1218,1,5.0,30,30,1,95,75,9,0,5,2,22,28,1,10,1,0.0,0.0,0.0,0.0
C5496651,411.59,74753,698,1,6.0,45,44,0,100,29,6,0,7,2,16,23,0,1,1,0.0,0.0,0.0,0.0
C5588969,680.0,112483,915,2,13.0,28,27,0,96,57,5,0,3,2,16,22,0,1,1,0.0,0.0,0.0,0.0
C5525712,398.69,98637,572,1,6.0,39,34,1,95,56,8,0,5,2,16,20,0,1,0,0.0,0.0,0.0,0.0
E5581178,628.0,97718,1299,1,43.0,47,50,1,27,61,9,0,20,5,21,20,1,19,0,0.0,0.0,0.0,0.0
C5580916,727.61,106616,1019,1,1.0,32,28,0,97,73,6,0,11,3,21,27,1,11,1,0.0,0.0,0.0,0.0
E5547200,241.44,82009,499,1,0.5,26,68,0,58,60,10,0,20,3,26,20,0,1,0,0.0,0.0,0.0,0.0
W5604923,607.0,57657,1299,1,47.0,29,63,0,42,45,37,0,36,6,19,19,15,15,0,0.0,0.0,0.0,0.0
W5582563,501.88,94256,783,1,14.0,17,80,0,10,49,3,0,19,2,20,17,3,4,0,0.0,0.0,1.0,0.0
C5593557,1013.28,356955,849,2,50.0,31,46,4,86,80,8,0,1,0,17,16,8,47,0,0.0,0.0,0.0,1.0
C5602451,528.64,118193,849,1,34.0,30,28,1,93,62,11,0,3,2,15,23,0,0,0,0.0,0.0,0.0,0.0
C5565044,557.96,101548,714,1,2.0,54,34,1,96,53,15,0,7,3,21,23,1,9,0,0.0,0.0,0.0,1.0
C5603460,660.22,89747,796,1,10.0,42,36,2,93,63,10,0,5,3,17,21,0,1,0,0.0,0.0,0.0,0.0
C5603905,548.0,119051,576,1,11.0,26,20,2,91,56,9,0,4,3,18,19,0,1,0,0.0,0.0,0.0,0.0
C5517792,747.92,70728,1062,1,18.0,50,44,2,94,18,6,0,6,2,19,20,0,2,1,0.0,0.0,0.0,0.0
C5598030,669.0,94866,1030,1,9.0,50,40,1,92,21,4,0,5,2,14,23,0,9,1,0.0,0.0,0.0,0.0
C5565140,444.63,149017,551,1,17.0,30,30,1,93,63,8,0,3,3,15,21,0,0,0,0.0,0.0,0.0,0.0
C5579273,478.35,103759,548,1,7.0,37,29,0,97,69,9,0,4,3,23,28,0,6,1,0.0,0.0,0.0,0.0
W5599143,733.92,60304,949,1,48.0,43,49,0,42,40,12,0,18,4,18,18,1,4,0,0.0,0.0,0.0,0.0
C5544390,408.72,179318,577,1,6.0,38,23,1,92,65,8,0,4,2,15,17,1,2,1,0.0,0.0,0.0,0.0
C5603631,247.66,71296,784,1,7.0,42,55,0,9,33,31,0,11,7,25,21,14,2,1,0.0,0.0,0.0,0.0
C5520778,823.1416,74930,1291,2,36.6,50,40,0,54,47,30,0,28,6,18,23,13,27,0,0.0,0.0,0.0,1.0
C5581394,469.62,97006,606,1,1.0,28,19,0,94,63,9,0,8,2,22,24,0,3,1,0.0,0.0,0.0,0.0
W5472958,363.08,72426,649,1,10.4,31,59,0,21,46,46,0,41,6,14,22,3,58,1,0.0,0.0,0.0,0.0
C5607596,424.71,317705,405,1,5.0,33,33,1,95,70,10,0,3,3,14,15,3,5,0,0.0,0.0,0.0,0.0
C5564786,279.8,120616,316,1,4.0,59,26,0,92,83,7,1,7,4,19,20,3,30,0,0.0,0.0,0.0,1.0
C5582256,692.0,256644,949,1,1.0,44,39,6,92,76,3,0,3,2,18,17,3,19,1,0.0,0.0,0.0,1.0
W5604450,1142.4,123894,1750,2,10.5,23,69,3,69,63,17,0,19,6,19,24,7,16,0,0.0,0.0,1.0,0.0
C5602195,566.0,100809,2262,2,2.5,42,51,1,32,37,4,0,7,5,18,23,5,23,0,0.0,0.0,0.0,0.0
W5526474,732.0,58173,1206,1,31.0,37,61,0,3,30,0,0,25,5,19,23,0,0,0,0.0,0.0,1.0,0.0
C5582298,774.71,131316,811,1,5.0,42,18,1,91,45,5,0,3,2,16,19,0,3,0,0.0,0.0,0.0,0.0
C5590247,704.85,134207,895,1,5.0,39,18,0,93,37,6,0,3,1,14,15,0,3,0,0.0,0.0,0.0,0.0
W5604823,575.12,95157,783,1,10.0,38,55,0,64,46,14,0,10,5,24,23,1,4,0,0.0,0.0,1.0,0.0
C5606381,525.34,123712,749,1,11.0,29,29,1,97,75,9,0,4,2,21,25,0,5,1,0.0,0.0,0.0,0.0
C5561129,674.07,126087,831,1,6.0,30,25,1,92,57,7,0,3,2,15,19,0,0,1,0.0,0.0,0.0,0.0
C5560903,263.41,120402,445,1,3.0,26,21,1,91,71,7,0,6,3,16,20,0,3,0,0.0,0.0,0.0,0.0
C5607768,729.4,79748,934,1,32.0,46,44,1,96,18,5,0,5,1,18,21,0,2,2,0.0,0.0,0.0,0.0
C5573201,609.48,275296,2287,1,13.0,38,32,3,92,63,7,0,8,1,16,17,9,23,0,0.0,0.0,0.0,0.0
C5596808,571.73,92343,771,1,10.0,41,36,1,93,63,10,0,5,3,17,21,0,1,0,0.0,0.0,0.0,0.0
C5448908,2573.99,271738,2124,2,7.0,41,38,6,92,71,11,0,3,1,18,16,3,14,1,0.0,0.0,0.0,1.0
C5595510,364.82,106616,550,1,1.0,32,28,0,97,73,6,0,11,3,21,27,1,11,0,0.0,0.0,0.0,0.0
E5580850,975.19,65398,1499,1,35.1,31,64,0,51,27,2,0,20,5,24,17,4,5,1,0.0,0.0,0.0,0.0
C5589889,748.86,98845,844,1,10.0,38,35,1,93,63,10,0,5,2,17,20,0,1,1,0.0,0.0,0.0,0.0
C5565546,983.32,66920,1219,2,3.0,35,54,0,60,42,2,0,13,6,23,24,1,0,1,0.0,0.0,0.0,0.0
W5572164,480.78,114472,617,1,3.0,45,47,0,65,66,17,0,13,9,23,23,0,3,1,0.0,0.0,1.0,0.0
C5534790,622.9,81577,760,1,18.0,43,48,1,94,11,2,0,6,2,19,22,0,7,0,0.0,0.0,0.0,0.0
C5591159,429.87,98179,621,1,17.0,33,20,4,90,61,7,0,6,2,15,22,0,5,0,0.0,0.0,0.0,0.0
C5608230,450.91,102896,645,1,2.0,32,19,5,92,61,7,0,5,2,18,22,0,4,1,0.0,0.0,0.0,0.0
C5582944,268.74,120402,454,1,3.0,26,21,1,91,71,7,0,6,3,16,20,0,3,0,0.0,0.0,0.0,0.0
W5484829,949.03,101807,1499,1,0.5,38,53,0,3,55,18,0,9,8,18,21,0,26,1,0.0,0.0,0.0,0.0
C5580886,460.6,101480,643,1,9.0,34,25,0,95,67,6,0,12,3,19,27,0,11,1,0.0,0.0,0.0,0.0
C5592280,905.37,126147,1155,1,10.0,27,23,1,95,71,7,0,3,3,17,21,0,2,1,0.0,0.0,0.0,0.0
C5582386,508.72,96010,756,1,6.0,42,15,1,91,55,5,0,3,1,17,19,0,5,1,0.0,0.0,0.0,0.0
C5560962,431.27,120061,463,1,21.0,32,32,1,95,76,9,0,4,2,19,23,0,3,0,0.0,0.0,0.0,0.0
C5564133,1621.67,88366,1507,1,24.0,39,17,0,84,69,10,0,5,2,19,19,0,8,1,0.0,0.0,0.0,0.0
C5563473,496.0,193484,749,1,0.5,43,28,5,76,74,11,0,5,1,15,20,6,44,0,0.0,0.0,0.0,1.0
C5576924,773.93,134805,549,1,16.0,26,22,1,97,58,6,0,3,2,17,21,0,2,0,0.0,0.0,0.0,0.0
C5603083,395.1,96010,462,1,5.0,42,15,1,91,55,5,0,3,1,17,19,0,5,0,0.0,0.0,0.0,0.0
C5583563,2038.8,90309,2165,2,13.0,41,54,2,32,42,6,0,7,4,19,24,2,9,0,0.0,0.0,0.0,0.0
C5546310,660.83,76364,649,1,40.5,52,41,2,95,33,6,0,11,4,20,22,0,3,1,0.0,0.0,0.0,0.0
C5561408,504.81,106209,725,1,16.0,28,27,0,96,57,9,0,3,2,15,21,0,0,1,0.0,0.0,0.0,0.0
W5598961,794.24,76457,880,1,19.0,43,52,0,91,48,17,5,10,4,24,22,0,2,1,0.0,0.0,1.0,0.0
C5524495,380.0,122088,575,1,5.0,28,21,5,90,58,6,0,4,2,15,21,0,2,1,0.0,0.0,0.0,0.0
C5511063,482.02,124108,692,1,3.0,26,22,1,98,66,5,0,5,2,19,22,0,2,1,0.0,0.0,0.0,0.0
C5566429,518.56,149017,548,1,16.0,30,30,1,93,63,8,0,3,3,15,21,0,0,0,0.0,0.0,0.0,0.0
E5606970,404.21,72182,700,1,16.0,20,69,1,17,48,0,0,26,2,17,19,16,1,0,0.0,0.0,0.0,0.0
C5597041,544.21,111509,615,1,19.0,34,36,4,88,71,17,0,15,2,19,27,6,34,1,0.0,0.0,0.0,0.0
C5608039,637.19,83466,752,1,12.0,34,18,1,84,38,4,0,5,2,14,17,0,3,0,0.0,0.0,0.0,0.0
C5593828,851.74,101480,1099,1,9.0,34,25,0,95,67,6,0,12,3,19,27,0,11,0,0.0,0.0,0.0,0.0
E5603380,670.0,63881,786,1,34.0,31,62,0,33,31,0,0,24,2,19,18,3,1,1,0.0,0.0,0.0,0.0
C5601679,580.3,80835,772,1,1.0,38,57,0,36,46,7,0,15,2,24,24,25,32,0,0.0,0.0,0.0,0.0
C5581273,428.64,90555,646,1,2.0,37,17,0,86,41,3,0,4,1,15,17,0,6,0,0.0,0.0,0.0,0.0
C5601343,526.79,98637,667,1,6.0,39,34,1,95,56,8,0,5,2,16,20,0,1,1,0.0,0.0,0.0,0.0
W5562427,859.21,57068,1239,1,28.0,32,65,0,2,34,2,0,23,6,18,21,0,1,0,0.0,0.0,1.0,0.0
C5531339,450.62,123310,549,1,1.0,26,22,1,94,67,7,0,4,3,16,21,0,2,1,0.0,0.0,0.0,0.0
W5601957,1955.0,255532,1699,1,22.0,30,61,0,28,72,16,0,7,4,22,17,0,26,1,0.0,0.0,1.0,0.0
C5567485,418.87,177582,615,1,6.0,57,32,1,92,75,11,0,7,2,18,22,5,12,1,0.0,0.0,0.0,1.0
C5529372,730.83,118266,1156,1,9.0,30,21,1,97,66,5,0,4,2,18,23,0,7,0,0.0,0.0,0.0,0.0
