MLS_number_condo,maint_fee,avg_income_household_yr,total_sqft,parking,age_of_building,commute_transit,commute_car,near_by_schools,near_by_bars&restaurants,speak_English,speak_Europe_language,speak_Africa_language,edu_no_diploma,edu_trade_cert,edu_coll_or_univ_cert,population_35_49_years,tenancy_property_type_semi_detached,tenancy_property_type_low_rise,bedrooms_plus_field,East End,East York,Etobicoke,Midtown | Central
C5579580,857.23,97124,849,1,15.0,48,43,1,92,32,9,0,4,1,14,25,0,9,1,0.0,0.0,0.0,0.0
C5505344,2200.0,166946,2124,3,40.0,39,21,0,95,75,6,0,3,1,14,16,0,3,0,0.0,0.0,0.0,0.0
C5579265,736.15,75747,1171,1,2.0,46,47,3,93,21,5,0,6,2,18,22,0,6,0,0.0,0.0,0.0,0.0
C5575093,774.34,226478,824,2,6.0,38,30,1,92,63,11,0,5,3,17,18,2,3,0,0.0,0.0,0.0,0.0
C5554267,391.4,133496,649,1,18.0,58,31,0,96,67,7,0,5,3,22,23,3,8,1,0.0,0.0,0.0,1.0
C5583348,337.0,90412,395,1,7.0,39,30,0,95,74,9,0,17,2,14,23,1,15,0,0.0,0.0,0.0,0.0
C5603543,1755.2,112080,2000,1,11.0,42,28,3,85,89,5,0,11,3,18,24,9,22,0,0.0,0.0,0.0,0.0
C5608174,416.95,74753,700,1,7.0,45,44,0,100,29,6,0,7,2,16,23,0,1,1,0.0,0.0,0.0,0.0
E5600998,887.0400000000001,91320,2200,4,39.2,23,67,1,84,19,7,0,21,1,28,17,11,8,0,0.0,0.0,0.0,0.0
C5537085,436.41,85090,574,1,13.0,34,17,1,86,46,4,0,6,3,16,18,0,4,1,0.0,0.0,0.0,0.0
W5567235,718.0,76683,1299,1,50.0,27,66,1,10,33,3,26,32,5,18,17,1,0,0,0.0,0.0,1.0,0.0
C5596344,721.78,75581,901,1,11.0,46,47,2,94,21,5,0,6,2,18,21,0,5,1,0.0,0.0,0.0,0.0
C5608115,820.13,82512,1016,1,31.0,28,19,3,83,33,3,0,4,2,12,16,0,1,1,0.0,0.0,0.0,0.0
C5587598,486.36,160690,596,1,4.0,29,29,1,92,59,9,0,2,2,16,21,0,0,0,0.0,0.0,0.0,0.0
C5553377,471.06,86990,653,1,10.0,41,55,0,56,55,12,0,20,7,19,25,0,35,1,0.0,0.0,0.0,0.0
C5587996,504.74,74753,809,1,2.0,45,44,0,97,29,6,0,7,2,16,23,0,1,0,0.0,0.0,0.0,0.0
C5581115,642.63,158627,813,1,15.0,28,25,1,94,49,3,0,3,2,17,21,0,0,0,0.0,0.0,0.0,0.0
W5596770,480.0,58173,986,1,31.0,37,61,0,5,30,0,0,25,5,19,23,0,0,1,0.0,0.0,1.0,0.0
W5601558,458.0,75599,1251,1,8.8,43,52,0,94,48,17,5,10,5,24,22,0,2,1,0.0,0.0,1.0,0.0
C5582859,439.01,107134,648,1,8.0,25,22,1,93,64,8,0,2,4,15,20,0,1,0,0.0,0.0,0.0,0.0
C5588666,471.22,116816,661,1,5.0,26,19,2,91,56,9,0,6,3,17,19,0,2,1,0.0,0.0,0.0,0.0
C5606465,486.76,94464,607,1,7.0,39,35,1,93,63,10,0,5,2,17,20,0,1,0,0.0,0.0,0.0,0.0
C5585741,473.16,88498,634,1,9.0,41,56,0,40,55,12,0,18,7,20,25,0,37,1,0.0,0.0,0.0,0.0
C5509389,837.82,97911,942,1,5.0,27,16,4,89,60,5,0,7,3,18,17,0,2,0,0.0,0.0,0.0,0.0
C5604179,478.72,86990,520,1,1.0,41,55,0,68,55,12,0,20,7,19,25,0,35,0,0.0,0.0,0.0,0.0
C5538201,548.49,70102,1299,2,12.0,49,45,3,93,18,3,0,6,2,20,19,1,1,1,0.0,0.0,0.0,0.0
E5585908,391.15,63425,1099,1,46.0,32,63,0,14,62,0,0,23,6,18,20,11,7,0,0.0,0.0,0.0,0.0
C5593918,997.14,69903,1177,2,21.0,42,52,0,35,46,7,0,18,2,22,22,21,29,0,0.0,0.0,0.0,0.0
E5571198,1006.15,89979,1299,1,1.0,47,38,1,93,61,9,0,25,2,16,24,25,46,1,1.0,0.0,0.0,0.0
E5575320,555.63,54611,749,1,10.0,26,62,1,97,33,1,0,16,4,26,21,0,1,1,0.0,0.0,0.0,0.0
W5591361,884.85,73467,1499,1,49.0,33,61,0,14,42,15,0,17,8,28,18,2,0,0,0.0,0.0,1.0,0.0
E5572499,565.0,64024,966,1,43.0,39,55,0,61,70,4,0,23,8,22,18,0,7,1,0.0,0.0,0.0,0.0
C5575785,599.48,92878,739,1,7.0,28,13,3,89,51,4,0,7,2,17,18,0,3,1,0.0,0.0,0.0,0.0
W5607882,661.3,108091,765,1,30.0,27,66,0,57,50,20,0,9,4,27,23,1,17,0,0.0,0.0,1.0,0.0
C5600755,464.72,84040,1004,1,25.0,41,50,1,94,18,3,0,5,2,17,23,0,10,1,0.0,0.0,0.0,0.0
C5558233,279.8,120616,316,1,4.0,59,26,0,92,83,7,1,7,4,19,20,3,30,0,0.0,0.0,0.0,1.0
C5603360,839.98,88057,1037,1,35.0,28,19,4,82,44,4,0,5,2,11,18,0,2,1,0.0,0.0,0.0,0.0
C5585275,492.78,101814,763,1,9.0,37,33,1,94,62,12,0,4,2,17,20,0,0,0,0.0,0.0,0.0,0.0
C5601863,955.03,83466,809,2,31.0,34,18,1,85,38,4,0,5,2,14,17,0,3,1,0.0,0.0,0.0,0.0
W5605105,423.61,73687,1099,1,2.0,32,65,0,14,48,30,0,28,7,24,22,25,11,0,0.0,0.0,0.0,0.0
C5604592,555.4,145764,528,1,6.0,29,28,1,93,57,5,0,2,2,15,20,0,0,1,0.0,0.0,0.0,0.0
W5579942,911.75,72070,916,1,37.0,21,74,0,15,49,15,9,26,7,23,20,1,2,0,0.0,0.0,1.0,0.0
C5540291,470.16,98179,404,1,17.0,33,20,4,90,61,7,0,6,2,15,22,0,5,0,0.0,0.0,0.0,0.0
C5605266,580.0,69903,772,1,1.0,42,52,0,36,46,7,0,18,2,22,22,21,29,0,0.0,0.0,0.0,0.0
C5517074,1325.0,69789,2374,1,0.5,34,20,0,94,63,9,0,9,3,27,27,0,6,1,0.0,0.0,0.0,0.0
C5540430,1200.0,241799,1899,1,0.5,40,27,5,90,82,9,0,8,1,15,18,7,32,0,0.0,0.0,0.0,0.0
E5598980,931.16,62428,1032,1,44.0,37,56,0,44,34,0,0,28,7,19,19,0,0,0,0.0,0.0,0.0,0.0
C5551608,902.23,165244,1052,1,11.9,29,30,1,92,59,9,0,2,2,16,21,0,0,1,0.0,0.0,0.0,0.0
C5587549,281.81,67850,496,1,2.0,47,45,0,52,24,0,0,10,5,21,21,0,0,1,0.0,0.0,0.0,0.0
W5600474,388.1,78178,549,1,5.0,42,46,0,100,41,50,0,29,10,22,20,3,9,1,0.0,0.0,0.0,0.0
W5603230,695.13,72813,812,1,50.0,36,58,0,15,63,6,4,20,8,24,18,3,1,0,0.0,0.0,1.0,0.0
C5541351,1229.28,121659,1300,1,16.5,36,32,0,96,73,6,0,9,5,23,27,1,16,1,0.0,0.0,0.0,0.0
C5563601,3130.0,385105,3500,3,32.0,40,36,3,90,90,5,0,5,1,14,17,20,27,1,0.0,0.0,0.0,1.0
C5573238,1772.4672,150221,1099,1,5.0,41,19,0,92,58,6,0,3,1,16,18,0,3,0,0.0,0.0,0.0,0.0
C5557305,653.51,122088,740,1,5.0,28,21,5,90,58,6,0,4,2,15,21,0,2,0,0.0,0.0,0.0,0.0
C5599121,615.57,112927,649,1,5.0,58,31,2,93,68,8,0,7,3,20,24,0,3,1,0.0,0.0,0.0,1.0
C5510037,1599.76,91337,1499,1,24.0,28,14,3,92,51,4,0,8,2,17,17,0,5,0,0.0,0.0,0.0,0.0
C5600675,473.16,88498,634,1,9.0,41,56,0,40,55,12,0,18,7,20,25,0,37,1,0.0,0.0,0.0,0.0
C5603319,1006.32,75388,1617,1,23.0,39,31,1,95,50,10,0,20,6,20,23,1,15,1,0.0,0.0,0.0,0.0
C5560695,424.14,133496,649,1,9.0,58,31,0,96,67,7,0,5,3,22,23,3,8,1,0.0,0.0,0.0,1.0
W5576397,444.4,137681,639,1,5.0,24,73,1,53,58,15,0,7,4,27,24,0,2,1,0.0,0.0,1.0,0.0
C5591422,699.79,189521,1299,3,29.7,61,27,3,95,74,9,0,2,2,20,19,1,5,0,0.0,0.0,0.0,1.0
W5541743,453.61,64695,749,1,10.0,44,51,1,10,45,29,0,29,6,21,21,4,9,0,0.0,0.0,0.0,0.0
W5602593,454.23,105852,699,1,13.0,40,51,0,64,46,14,0,12,7,23,23,1,5,1,0.0,0.0,1.0,0.0
C5598435,786.63,97911,843,1,6.0,27,16,4,89,60,5,0,7,3,18,17,0,2,0,0.0,0.0,0.0,0.0
W5540487,669.3064,131093,749,1,0.5,19,74,2,68,58,15,0,22,4,20,25,2,10,1,0.0,0.0,1.0,0.0
W5560614,679.65,65013,949,1,32.0,34,63,0,3,49,6,0,26,6,21,21,3,0,0,0.0,0.0,1.0,0.0
E5574756,933.45,63894,1141,1,34.0,22,73,0,50,14,1,0,19,5,21,18,1,1,1,0.0,0.0,0.0,0.0
C5595967,798.65,82229,1086,1,24.0,43,48,0,95,33,10,0,6,2,18,21,0,7,1,0.0,0.0,0.0,0.0
C5598515,425.93,95459,533,1,7.0,39,35,1,93,63,10,0,5,2,17,20,0,1,0,0.0,0.0,0.0,0.0
W5593110,550.79,71605,749,1,14.0,35,63,0,16,63,17,0,27,11,20,21,5,8,0,0.0,0.0,0.0,0.0
C5588487,491.0,158627,623,1,15.0,28,25,1,94,49,3,0,3,2,17,21,0,0,0,0.0,0.0,0.0,0.0
W5602437,1438.8000000000002,89492,1650,1,19.0,43,33,1,85,52,33,0,27,4,14,23,19,46,1,0.0,0.0,0.0,0.0
C5604008,903.89,88366,949,1,14.0,39,17,0,89,69,10,0,5,2,19,19,0,8,0,0.0,0.0,0.0,0.0
C5584502,402.66,98181,493,1,3.0,31,25,1,91,72,7,0,13,2,21,26,2,20,0,0.0,0.0,0.0,0.0
E5567138,405.0,59082,1099,1,27.0,34,62,0,15,34,2,0,23,6,20,20,7,6,0,0.0,0.0,0.0,0.0
C5542783,569.89,104953,849,1,0.5,31,29,0,96,73,6,0,13,4,21,26,1,13,1,0.0,0.0,0.0,0.0
C5584406,383.36,124822,447,1,11.0,31,31,1,96,75,9,0,4,1,20,26,0,5,0,0.0,0.0,0.0,0.0
C5592688,968.44,127722,1050,1,7.0,29,30,1,97,75,9,0,4,2,20,25,0,4,1,0.0,0.0,0.0,0.0
E5582888,650.0,88546,749,1,40.5,34,49,0,42,60,5,0,16,6,20,18,0,4,0,0.0,0.0,0.0,0.0
C5561959,533.29,66119,749,1,7.0,38,53,1,83,26,2,0,10,4,21,21,5,2,1,0.0,0.0,0.0,0.0
E5599378,667.87,54556,731,1,45.0,41,54,0,49,63,0,1,20,6,22,21,1,6,0,0.0,0.0,0.0,0.0
C5534583,533.29,66119,701,1,7.0,38,53,1,83,26,2,0,10,4,21,21,5,2,1,0.0,0.0,0.0,0.0
C5567126,1293.14,81829,2124,1,35.0,31,19,0,94,21,3,0,24,3,15,21,1,19,0,0.0,0.0,0.0,0.0
W5592150,792.55,116970,949,1,9.0,26,69,0,58,50,20,0,8,4,28,23,1,9,0,0.0,0.0,1.0,0.0
C5600618,474.55,108695,1044,1,21.0,39,36,0,95,69,14,0,7,3,19,26,1,10,0,0.0,0.0,0.0,0.0
E5603129,869.85,150395,1099,1,5.0,34,55,1,64,86,6,0,14,3,17,25,13,28,1,1.0,0.0,0.0,0.0
C5602504,1496.17,116829,1385,1,18.0,26,24,1,94,67,7,0,2,3,16,21,0,1,0,0.0,0.0,0.0,0.0
C5608190,620.63,165244,749,1,20.0,29,30,1,92,59,9,0,2,2,16,21,0,0,0,0.0,0.0,0.0,0.0
C5605148,523.29,96010,717,1,6.0,42,15,1,91,55,5,0,3,1,17,19,0,5,1,0.0,0.0,0.0,0.0
C5471452,543.7,67464,829,1,0.5,47,45,0,50,27,0,0,12,5,20,21,0,0,0,0.0,0.0,0.0,0.0
C5495594,701.0,156737,1299,1,0.5,41,26,5,72,80,5,0,7,0,15,20,12,52,1,0.0,0.0,0.0,1.0
W5595809,357.02,69812,909,2,4.0,30,62,2,40,61,9,0,20,6,20,21,2,35,0,0.0,0.0,1.0,0.0
C5540376,703.38,83466,689,1,2.0,34,18,1,85,38,4,0,5,2,14,17,0,3,0,0.0,0.0,0.0,0.0
C5563854,1337.6000000000001,135031,2750,3,47.0,26,67,1,7,21,2,0,11,2,19,17,1,0,0,0.0,0.0,0.0,0.0
C5539697,814.53,116497,749,1,32.0,29,23,0,98,69,11,2,5,2,18,25,0,9,1,0.0,0.0,0.0,0.0
W5592250,1488.92,125745,1593,2,40.7,26,65,0,10,52,12,0,9,4,20,16,3,0,0,0.0,0.0,1.0,0.0
C5599673,851.9,102896,800,1,2.0,32,19,5,92,61,7,0,5,2,18,22,0,4,0,0.0,0.0,0.0,0.0
W5593019,793.2,143962,1105,1,9.0,19,79,1,55,58,15,0,6,4,24,26,0,2,1,0.0,0.0,1.0,0.0
C5607864,446.54,107907,596,1,1.0,27,19,1,90,56,9,0,10,2,17,19,0,4,0,0.0,0.0,0.0,0.0
E5586584,1137.6,75428,1499,1,2.5,29,62,1,33,4,2,0,25,3,17,13,11,7,1,0.0,0.0,0.0,0.0
C5603766,550.25,95041,638,1,17.0,28,15,5,88,60,5,0,6,3,19,17,0,1,1,0.0,0.0,0.0,0.0
C5601977,255.36,69286,396,1,1.0,43,29,2,90,32,0,5,20,4,15,22,3,17,0,0.0,0.0,0.0,0.0
W5593334,903.04,141067,1045,2,24.0,19,75,3,72,58,15,0,20,3,19,26,1,8,1,0.0,0.0,1.0,0.0
C5594754,615.43,194791,749,1,47.0,40,26,1,94,63,11,0,5,2,16,18,2,3,0,0.0,0.0,0.0,0.0
E5604448,451.26,67909,513,1,12.0,35,59,2,96,34,0,0,12,5,25,18,0,0,0,0.0,0.0,0.0,0.0
C5506898,529.04,70858,855,1,4.0,33,17,0,93,36,1,9,27,3,11,18,2,40,0,0.0,0.0,0.0,0.0
C5589462,450.3,98020,563,1,12.0,27,16,3,90,60,5,0,6,3,18,17,0,1,0,0.0,0.0,0.0,0.0
C5603202,3473.1,169972,3210,2,36.0,52,33,3,51,61,13,0,7,2,16,15,1,16,0,0.0,0.0,0.0,1.0
C5559122,774.0,134805,542,1,16.0,26,22,1,97,58,6,0,3,2,17,21,0,2,0,0.0,0.0,0.0,0.0
W5602625,425.62,137681,649,1,5.0,24,73,1,53,58,15,0,7,4,27,24,0,2,0,0.0,0.0,1.0,0.0
W5604250,1215.0,91127,2250,2,18.0,36,56,0,83,59,20,0,10,3,24,22,0,4,1,0.0,0.0,1.0,0.0
W5604188,737.36,77742,1300,2,10.5,36,62,0,17,63,17,0,27,11,20,20,5,14,0,0.0,0.0,0.0,0.0
H4133627,519.9552,104873,612,1,11.0,38,39,1,80,70,10,0,5,3,18,23,0,1,0,0.0,0.0,0.0,0.0
C5596348,617.59,72767,969,1,21.0,49,45,2,94,18,6,0,6,2,20,20,0,2,2,0.0,0.0,0.0,0.0
E5582114,559.71,140522,949,1,4.0,32,61,1,30,86,5,0,12,3,21,23,3,21,0,0.0,0.0,0.0,0.0
C5599730,1350.01,323225,1444,1,16.0,42,32,6,92,84,6,0,4,1,16,20,17,32,1,0.0,0.0,0.0,1.0
E5606756,860.08,121919,1300,2,10.5,34,46,3,93,79,7,0,11,6,23,27,19,52,0,1.0,0.0,0.0,0.0
C5567512,442.2,97911,692,1,5.0,27,16,4,89,60,5,0,7,3,18,17,0,2,0,0.0,0.0,0.0,0.0
C5545811,460.53,123310,513,1,4.0,26,22,1,94,67,7,0,4,3,16,21,0,2,0,0.0,0.0,0.0,0.0
W5606849,811.96,68780,1299,1,49.0,39,51,0,44,40,12,0,19,3,18,19,2,7,0,0.0,0.0,0.0,0.0
C5560868,362.18,123310,378,1,4.0,26,22,1,94,67,7,0,4,3,16,21,0,2,0,0.0,0.0,0.0,0.0
C5581570,325.88,92338,544,1,1.0,34,19,2,95,66,7,0,7,4,20,25,1,13,1,0.0,0.0,0.0,0.0
C5602456,519.37,111272,2624,2,9.0,25,69,0,11,39,4,0,5,5,19,21,0,0,0,0.0,0.0,0.0,0.0
E5604993,572.52,66247,604,1,25.0,31,64,0,97,34,0,0,12,3,26,22,1,0,1,0.0,0.0,0.0,0.0
C5596625,365.21,123310,499,1,1.0,26,22,1,94,67,7,0,4,3,16,21,0,2,0,0.0,0.0,0.0,0.0
E5578497,611.13,59725,929,1,35.0,34,63,0,20,34,2,0,17,7,22,21,7,3,0,0.0,0.0,0.0,0.0
C5582431,325.15,122088,492,1,5.0,28,21,5,90,58,6,0,4,2,15,21,0,2,0,0.0,0.0,0.0,0.0
C5599113,883.36,205691,849,1,18.0,54,32,6,92,70,9,0,2,2,19,18,1,16,1,0.0,0.0,0.0,1.0
C5583590,529.01,67464,803,1,0.5,47,45,0,50,27,0,0,12,5,20,21,0,0,0,0.0,0.0,0.0,0.0
C5579060,384.59,81762,604,1,1.0,31,21,3,86,59,7,0,19,1,12,13,5,65,0,0.0,0.0,0.0,0.0
C5607719,488.67,60535,606,1,8.0,47,43,0,50,0,0,0,10,5,21,21,0,0,1,0.0,0.0,0.0,0.0
C5509718,494.78,66119,655,1,8.0,38,53,1,84,26,2,0,10,4,21,21,5,2,1,0.0,0.0,0.0,0.0
W5589281,543.98,94256,899,1,14.0,17,80,0,10,49,3,0,19,2,20,17,3,4,1,0.0,0.0,1.0,0.0
C5553719,544.0,101480,645,1,9.0,34,25,0,95,67,6,0,12,3,19,27,0,11,1,0.0,0.0,0.0,0.0
C5569765,568.3,88366,692,1,3.0,39,17,1,88,69,10,0,5,2,19,19,0,8,0,0.0,0.0,0.0,0.0
C5601993,359.32,74753,549,1,7.0,45,44,0,100,29,6,0,7,2,16,23,0,1,0,0.0,0.0,0.0,0.0
C5556647,362.01,179318,556,1,1.0,38,23,1,92,65,8,0,4,2,15,17,1,2,1,0.0,0.0,0.0,0.0
E5604121,1315.25,65954,1374,2,25.0,31,64,0,96,34,0,0,11,2,27,22,0,0,0,0.0,0.0,0.0,0.0
C5587626,805.27,92334,1164,1,30.0,27,67,0,10,51,8,0,10,8,21,20,0,0,1,0.0,0.0,0.0,0.0
E5603874,971.68,58559,1299,1,24.0,38,57,0,55,20,1,0,18,3,23,18,0,2,1,0.0,0.0,0.0,0.0
W5580414,970.52,71013,1056,1,16.0,34,60,0,2,57,18,7,17,8,22,19,1,1,0,0.0,0.0,1.0,0.0
W5590446,674.1,62102,1099,1,50.0,31,62,1,12,33,3,26,30,5,18,19,0,0,0,0.0,0.0,1.0,0.0
W5584499,932.0,97910,1479,2,16.0,18,79,0,10,49,3,0,19,1,19,17,2,4,1,0.0,0.0,1.0,0.0
C5574676,705.0,102896,882,1,2.0,32,19,5,92,61,7,0,5,2,18,22,0,4,0,0.0,0.0,0.0,0.0
C5571697,510.97,89014,605,1,1.0,33,53,1,88,26,2,0,21,5,18,21,24,4,1,0.0,0.0,0.0,0.0
C5597966,524.3,161200,735,1,15.0,28,26,1,94,60,11,0,3,2,17,21,0,0,1,0.0,0.0,0.0,0.0
E5590427,389.63,82009,849,1,8.7,26,68,0,58,60,10,0,20,3,26,20,0,1,0,0.0,0.0,0.0,0.0
C5574502,705.68,112838,696,1,31.0,33,36,5,88,73,8,0,8,1,21,29,2,16,1,0.0,0.0,0.0,0.0
C5603571,430.0,72169,549,1,9.0,38,30,2,89,47,4,5,21,4,16,22,2,20,0,0.0,0.0,0.0,0.0
W5542760,534.52,155193,594,1,2.0,28,68,0,48,61,13,0,6,4,30,23,0,0,0,0.0,0.0,1.0,0.0
C5596172,547.16,98637,699,1,6.0,39,34,1,95,56,8,0,5,2,16,20,0,1,1,0.0,0.0,0.0,0.0
C5579547,525.97,131316,612,1,5.0,42,18,1,91,45,5,0,3,2,16,19,0,3,1,0.0,0.0,0.0,0.0
C5586841,1348.96,137489,1122,1,33.0,47,37,0,42,75,2,0,7,2,17,14,1,13,1,0.0,0.0,0.0,1.0
C5593262,424.61,114500,495,1,5.0,35,30,0,99,69,9,0,4,3,22,28,0,9,0,0.0,0.0,0.0,0.0
C5571008,477.25,67850,467,1,4.0,47,45,0,50,24,0,0,10,5,21,21,0,0,0,0.0,0.0,0.0,0.0
C5577283,802.59,112927,785,1,18.0,58,31,3,91,68,8,0,7,3,20,24,0,3,0,0.0,0.0,0.0,1.0
C5562066,566.95,105557,609,1,8.0,34,55,1,50,53,9,0,13,7,23,18,6,20,0,0.0,0.0,0.0,0.0
C5569006,2550.0,158850,2724,1,38.0,39,19,0,94,37,6,0,3,1,14,16,0,3,1,0.0,0.0,0.0,0.0
W5589120,1056.0,110259,949,1,32.0,37,52,0,3,53,20,0,8,6,20,21,0,13,1,0.0,0.0,0.0,0.0
W5566324,618.63,116505,703,1,8.0,35,55,0,3,62,16,0,7,6,21,21,0,11,1,0.0,0.0,0.0,0.0
C5575015,1346.63,89807,2101,2,11.0,42,36,1,93,63,10,0,5,3,17,21,0,1,0,0.0,0.0,0.0,0.0
C5566578,495.0,118306,540,1,10.0,43,46,0,13,25,3,0,9,0,25,20,1,1,0,0.0,0.0,0.0,0.0
W5596998,356.0,127060,818,1,22.0,40,38,3,93,76,16,0,15,1,21,27,17,47,0,0.0,0.0,0.0,0.0
C5525170,695.65,108660,791,1,5.0,27,18,1,90,56,9,0,8,3,18,19,0,3,1,0.0,0.0,0.0,0.0
E5603518,670.41,74867,775,1,31.0,33,61,1,23,50,1,0,20,5,22,19,9,5,1,0.0,0.0,0.0,0.0
C5600892,639.16,68029,1231,1,50.0,45,53,0,10,32,26,0,12,6,26,22,10,2,0,0.0,0.0,0.0,0.0
C5539072,1965.0,158179,1810,1,47.0,42,22,3,90,61,11,0,4,2,16,19,1,3,0,0.0,0.0,0.0,1.0
C5601611,320.44,131658,447,1,6.0,39,32,0,99,73,6,0,9,5,23,29,2,19,0,0.0,0.0,0.0,0.0
C5562477,616.04,98637,838,1,6.0,39,34,1,95,56,8,0,5,2,16,20,0,1,0,0.0,0.0,0.0,0.0
C5556064,735.7064,95486,649,1,0.5,34,19,3,86,63,10,0,8,5,18,24,1,14,0,0.0,0.0,0.0,0.0
C5589774,646.53,97911,671,1,5.0,27,16,4,89,60,5,0,7,3,18,17,0,2,1,0.0,0.0,0.0,0.0
C5576792,914.91,102896,881,1,2.0,32,19,5,92,61,7,0,5,2,18,22,0,4,0,0.0,0.0,0.0,0.0
E5580283,666.2040000000001,60290,2163,1,75.0,52,42,0,36,42,4,0,20,8,24,22,4,11,1,0.0,0.0,0.0,0.0
C5607912,515.84,109357,509,1,12.0,24,72,0,29,49,2,0,9,4,28,26,3,19,0,0.0,0.0,0.0,0.0
W5505841,601.5968,131093,749,1,0.5,19,74,2,68,58,15,0,22,4,20,25,2,10,1,0.0,0.0,1.0,0.0
C5574376,465.47,124224,559,1,5.0,57,32,0,97,57,12,0,5,4,23,23,2,7,1,0.0,0.0,0.0,1.0
C5555109,921.4,191520,2874,2,75.0,51,35,3,90,65,12,0,4,2,19,24,3,21,0,0.0,0.0,0.0,1.0
E5559710,656.82,64241,1099,1,46.0,39,56,0,73,42,0,0,20,7,25,22,0,4,0,0.0,0.0,0.0,0.0
C5603038,585.03,121434,810,2,19.0,38,39,0,96,69,14,0,6,3,20,29,1,16,1,0.0,0.0,0.0,0.0
C5576696,1061.0,105557,1224,1,8.0,34,55,1,50,53,9,0,13,7,23,18,6,20,1,0.0,0.0,0.0,0.0
C5564227,1006.0,193484,1499,1,0.5,43,28,5,76,74,11,0,5,1,15,20,6,44,1,0.0,0.0,0.0,1.0
C5606262,402.27,97813,589,1,6.0,38,34,1,94,56,8,0,5,2,16,20,0,1,0,0.0,0.0,0.0,0.0
C5600768,265.2,113766,499,1,1.0,38,41,5,88,63,10,0,3,2,20,27,0,13,0,0.0,0.0,0.0,0.0
C5528559,1422.15,79027,2164,3,12.0,44,48,1,94,11,2,0,6,2,19,21,0,6,1,0.0,0.0,0.0,0.0
C5598374,530.41,78978,1499,1,48.0,32,66,0,16,26,4,0,16,3,21,23,19,8,1,0.0,0.0,0.0,0.0
C5599669,668.84,68186,949,1,46.0,41,52,0,42,34,4,0,13,5,22,19,2,3,0,0.0,0.0,0.0,0.0
W5583760,638.66,116505,703,1,8.0,35,55,0,3,62,16,0,7,6,21,21,0,11,1,0.0,0.0,0.0,0.0
W5587232,874.32,69998,1275,1,37.0,29,65,0,3,42,33,2,17,9,23,19,1,0,0,0.0,0.0,1.0,0.0
W5563659,429.79,56137,949,1,43.0,31,66,0,14,34,2,0,25,5,15,22,0,0,0,0.0,0.0,1.0,0.0
C5589864,318.99,81575,580,1,13.0,29,19,1,84,33,3,0,4,2,12,16,0,1,0,0.0,0.0,0.0,0.0
C5513311,646.27,119305,812,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
W5608196,421.13,99583,670,1,10.0,36,60,0,29,41,17,0,17,2,19,25,5,18,1,0.0,0.0,0.0,0.0
C5527205,508.66,120091,585,1,6.0,54,34,0,99,66,10,0,6,3,22,23,3,10,0,0.0,0.0,0.0,1.0
W5594920,819.67,76457,1085,1,6.0,43,52,0,93,48,17,5,10,4,24,22,0,2,1,0.0,0.0,1.0,0.0
W5551264,718.0,62102,1103,1,50.0,31,62,2,10,33,3,26,30,5,18,19,0,0,0,0.0,0.0,1.0,0.0
W5592542,506.83680000000004,71380,549,1,20.0,43,52,1,60,32,57,0,37,7,15,20,9,22,1,0.0,0.0,0.0,0.0
C5553433,2224.76,344173,1769,1,38.0,33,32,1,95,58,6,0,3,2,15,14,2,3,1,0.0,0.0,0.0,0.0
C5598263,522.36,103088,677,1,7.0,41,50,2,91,35,7,0,2,1,17,26,0,2,1,0.0,0.0,0.0,0.0
W5587163,444.86,72426,849,1,0.5,31,59,0,21,46,46,0,41,6,14,22,3,58,0,0.0,0.0,0.0,0.0
C5601604,511.17,96090,678,1,14.0,26,18,4,88,47,6,0,4,1,11,19,0,2,1,0.0,0.0,0.0,0.0
C5606879,981.11,88975,937,1,40.5,37,17,1,87,69,11,0,5,2,17,19,0,7,1,0.0,0.0,0.0,0.0
C5607386,615.35,103088,807,1,7.0,41,50,2,91,35,7,0,2,1,17,26,0,2,0,0.0,0.0,0.0,0.0
W5593871,680.0,59680,766,1,2.0,38,48,0,100,65,8,7,34,6,14,16,4,26,0,0.0,0.0,0.0,0.0
C5531201,1122.18,89982,1414,1,38.0,36,18,2,84,64,8,2,6,4,17,21,0,8,0,0.0,0.0,0.0,0.0
C5596849,446.81,132605,555,1,8.0,33,60,3,37,29,3,0,9,3,20,22,0,1,0,0.0,0.0,0.0,0.0
W5458838,448.36,93150,1179,1,0.5,31,61,0,13,40,10,0,18,7,22,19,1,22,0,0.0,0.0,1.0,0.0
C5562593,566.35,104953,749,1,0.5,31,29,0,96,73,6,0,13,4,21,26,1,13,0,0.0,0.0,0.0,0.0
W5559760,703.28,81509,1099,1,0.5,38,53,1,93,39,20,0,25,6,21,21,55,22,1,0.0,0.0,0.0,0.0
C5606692,1163.0,123469,1216,1,33.0,31,61,1,52,69,14,0,13,4,23,19,0,21,0,0.0,0.0,0.0,0.0
C5531984,1309.8,165244,1434,1,45.0,29,30,1,92,59,9,0,2,2,16,21,0,0,1,0.0,0.0,0.0,0.0
C5507977,1057.3,166823,1248,1,1.0,28,27,1,92,59,8,0,3,2,17,21,0,0,0,0.0,0.0,0.0,0.0
W5608392,692.62,155193,975,1,6.0,28,68,1,45,61,13,0,6,4,30,23,0,0,0,0.0,0.0,1.0,0.0
